1665978421.1254268,10908,850,-3641,-11640,11,706,1893,-233,-27,-336
1665978421.1438181,10872,869,-3616,-11679,113,674,1879,-3,-60,-264
1665978421.1629145,10842,881,-3568,-11721,42,709,1828,-153,-15,-230
1665978421.1853755,10818,871,-3514,-11760,58,631,1892,-216,-69,-187
1665978421.2033954,10792,878,-3481,-11793,-55,691,1834,-106,-122,-156
1665978421.22286,10755,887,-3467,-11830,74,817,1862,-76,-131,-228
1665978421.2454495,10717,874,-3393,-11887,68,725,1853,-385,-10,-307
1665978421.2639651,10690,830,-3306,-11939,18,489,1864,-447,-95,-225
1665978421.2827148,10660,821,-3267,-11977,10,619,1896,-171,-125,-199
1665978421.3053348,10622,812,-3238,-12019,-8,794,1831,-227,-175,-229
1665978421.3400216,10589,764,-3183,-12066,97,639,1842,-418,-185,-221
1665978421.3450112,10554,724,-3109,-12118,78,604,1890,-456,-95,-263
1665978421.383739,10512,688,-3022,-12179,-8,605,1910,-508,-82,-314
1665978421.3886566,10468,646,-2923,-12243,-43,619,1907,-608,-76,-331
1665978421.406736,10421,595,-2805,-12314,19,577,1944,-707,-19,-376
1665978421.426317,10378,552,-2670,-12382,-131,483,1914,-725,12,-344
1665978421.4441605,10341,492,-2535,-12443,79,460,2042,-768,54,-317
1665978421.4820025,10291,468,-2409,-12510,-387,437,1840,-641,-57,-360
1665978421.4977324,10243,462,-2279,-12575,-388,448,1846,-602,44,-363
1665978421.5168722,10194,469,-2159,-12635,-483,438,1661,-547,39,-351
1665978421.5258555,10160,443,-2076,-12677,-89,515,1972,-503,-27,-240
1665978421.5455058,10144,423,-1983,-12705,-135,291,2223,-376,14,-134
1665978421.563577,10135,430,-1942,-12719,-173,367,2101,-106,-54,-56
1665978421.5857227,10132,442,-1906,-12726,-257,276,1969,-35,-72,-6
1665978421.6053367,10130,447,-1891,-12729,-215,310,1991,16,-153,17
1665978421.6241717,10131,447,-1880,-12730,-207,293,2022,30,-183,40
1665978421.6467593,10137,461,-1880,-12726,-209,334,2022,109,-154,71
1665978421.6699944,10139,478,-1873,-12724,-226,401,1985,47,-126,53
1665978421.6865487,10141,445,-1824,-12731,-251,198,1907,-220,-207,39
1665978421.7088091,10129,442,-1796,-12744,-172,333,2022,-94,-123,-65
1665978421.7295563,10125,440,-1760,-12753,-261,341,2017,-128,-133,-11
1665978421.7467146,10123,430,-1729,-12759,-246,304,2077,-113,-170,15
1665978421.7690177,10120,425,-1713,-12764,-251,322,2014,-48,-201,11
1665978421.7939782,10118,415,-1707,-12767,-176,316,1999,-17,-218,22
1665978421.805721,10121,418,-1703,-12764,-227,348,2023,24,-193,59
1665978421.8291097,10124,420,-1693,-12763,-272,306,1991,9,-197,58
1665978421.8542204,10123,419,-1680,-12765,-205,343,2018,-36,-170,26
1665978421.8666253,10122,405,-1662,-12769,-249,321,1992,-94,-226,29
1665978421.8883946,10124,396,-1665,-12768,-140,335,2008,9,-220,46
1665978421.9085703,10132,404,-1668,-12760,-212,346,2006,66,-182,97
1665978421.9265752,10148,414,-1667,-12748,-226,297,1978,80,-157,145
1665978421.9492886,10167,432,-1677,-12731,-223,258,2020,187,-157,166
1665978421.96959,10191,465,-1700,-12707,-247,317,2044,275,-149,209
1665978421.990189,10223,507,-1728,-12676,-311,324,2071,338,-155,280
1665978422.0332596,10261,549,-1764,-12639,-338,276,2088,409,-193,325
1665978422.0339313,10300,612,-1831,-12594,-342,376,2119,582,-209,354
1665978422.0490632,10345,689,-1916,-12541,-382,409,2124,713,-232,418
1665978422.0779822,10400,770,-2029,-12473,-336,424,2082,863,-279,508
1665978422.0952334,10443,869,-2165,-12407,-428,473,2063,1019,-341,469
1665978422.1225452,10500,941,-2321,-12325,-79,478,2216,1062,-342,563
1665978422.144555,10555,1000,-2489,-12241,-24,513,2237,1080,-424,569
1665978422.159889,10597,1082,-2623,-12169,-345,468,1990,1013,-380,502
1665978422.1766078,10628,1162,-2818,-12091,-184,777,1434,1032,-506,489
1665978422.1981275,10669,1213,-2917,-12026,-266,579,2292,799,-376,487
1665978422.2141354,10703,1241,-3117,-11943,371,907,1781,906,-492,489
1665978422.2355134,10719,1353,-3273,-11875,-464,688,1036,997,-379,409
1665978422.2517555,10732,1487,-3342,-11827,-1001,605,1640,891,-289,375
1665978422.2724743,10754,1580,-3368,-11788,-978,637,2296,699,-326,410
1665978422.2947955,10780,1632,-3396,-11749,-720,564,2522,656,-383,412
1665978422.3117342,10789,1694,-3438,-11719,-791,648,2516,713,-444,329
1665978422.3323085,10785,1796,-3473,-11697,-1282,698,2233,752,-494,324
1665978422.3548162,10760,1931,-3520,-11685,-1656,756,1306,682,-537,265
1665978422.3717365,10725,2001,-3722,-11643,-327,1204,671,742,-677,225
1665978422.3925896,10738,1873,-3966,-11572,1725,1370,2457,605,-730,295
1665978422.4175563,10712,1952,-4001,-11570,-1372,731,1415,494,-603,252
1665978422.432357,10709,1859,-4220,-11511,1622,1424,2030,517,-576,161
1665978422.4521198,10664,1966,-4257,-11521,-1373,828,852,413,-488,112
1665978422.4750254,10661,1889,-4338,-11507,859,1085,2686,340,-469,69
1665978422.4976833,10641,1834,-4509,-11468,1275,1506,1864,399,-469,47
1665978422.5361743,10589,1897,-4607,-11467,-459,1179,711,334,-470,25
1665978422.5369022,10534,1981,-4625,-11496,-1187,827,873,258,-458,5
1665978422.5493672,10495,1993,-4641,-11523,-254,997,1628,143,-377,-81
1665978422.5724146,10447,1952,-4735,-11535,393,1334,1426,84,-568,-78
1665978422.589181,10424,1890,-4733,-11567,290,1038,2155,-72,-408,-75
1665978422.6243322,10369,1890,-4808,-11586,13,1157,1072,125,-486,-113
1665978422.6416562,10335,1821,-4821,-11622,421,1157,2324,-30,-484,-130
1665978422.6622984,10273,1810,-4921,-11637,279,1331,909,78,-499,-149
1665978422.6793485,10232,1772,-4865,-11702,-187,1002,1809,-326,-360,-187
1665978422.7008607,10205,1650,-4827,-11759,717,1154,2432,-439,-414,-199
1665978422.7170267,10159,1566,-4897,-11782,978,1325,1410,-178,-422,-214
1665978422.724215,10091,1552,-4977,-11808,413,1326,696,-101,-369,-255
1665978422.747155,10040,1518,-4959,-11863,100,1126,1162,-399,-296,-229
1665978422.7691917,10006,1441,-4908,-11923,383,1046,1711,-508,-278,-221
1665978422.7841778,9967,1400,-4878,-11973,216,1042,1712,-284,-284,-198
1665978422.8067362,9925,1368,-4869,-12014,176,1135,1693,-201,-334,-168
1665978422.8292012,9882,1312,-4843,-12067,225,1085,1649,-369,-352,-196
1665978422.8443964,9839,1245,-4787,-12131,243,1007,1733,-495,-305,-250
1665978422.8817806,9793,1192,-4733,-12195,208,990,1762,-436,-276,-269
1665978422.9103558,9743,1139,-4685,-12258,181,1055,1760,-445,-318,-268
1665978422.9110897,9691,1077,-4644,-12321,204,1066,1735,-467,-360,-258
1665978422.9401915,9645,1008,-4595,-12380,248,1014,1768,-493,-338,-237
1665978422.9724662,9609,953,-4552,-12429,182,909,1783,-369,-313,-173
1665978422.973207,9573,911,-4532,-12467,164,932,1797,-221,-344,-138
1665978422.99177,9538,871,-4524,-12499,207,970,1778,-181,-347,-123
1665978423.0153308,9508,831,-4507,-12531,185,911,1743,-208,-319,-101
1665978423.0350552,9480,788,-4484,-12564,313,926,1889,-217,-265,-127
1665978423.0466835,9446,752,-4468,-12597,218,996,1788,-227,-304,-126
1665978423.0694304,9414,702,-4436,-12635,209,903,1796,-311,-317,-121
1665978423.1124213,9378,660,-4403,-12676,201,876,1849,-269,-296,-165
1665978423.1142704,9337,628,-4371,-12719,151,935,1853,-272,-284,-189
1665978423.1357167,9295,591,-4334,-12764,126,907,1840,-311,-303,-186
1665978423.1517675,9256,538,-4294,-12808,208,807,1888,-315,-330,-183
1665978423.1727183,9209,506,-4271,-12851,128,841,1882,-199,-334,-216
1665978423.1895382,9162,477,-4255,-12891,77,908,1800,-207,-359,-192
1665978423.2146857,9101,456,-4243,-12939,-137,921,1599,-229,-432,-234
1665978423.2480834,9040,429,-4246,-12981,-40,876,1432,-193,-430,-233
1665978423.2624469,8992,364,-4245,-13017,492,1002,1942,-264,-396,-212
1665978423.2721505,8949,352,-4172,-13070,-105,716,2020,-300,-214,-227
1665978423.286671,8906,273,-4175,-13100,633,982,1956,-276,-395,-181
1665978423.3094738,8855,278,-4166,-13138,-165,716,1150,-147,-260,-217
1665978423.3243208,8814,253,-4145,-13172,84,847,1846,-193,-321,-158
1665978423.3468232,8780,232,-4113,-13205,127,783,1885,-193,-249,-149
1665978423.3693156,8750,209,-4087,-13234,164,757,1884,-160,-242,-130
1665978423.3899467,8719,189,-4058,-13263,177,748,1851,-170,-215,-136
1665978423.406723,8687,167,-4013,-13299,175,765,1862,-268,-177,-163
1665978423.4296951,8654,142,-3948,-13339,126,730,1915,-353,-158,-170
1665978423.4499679,8623,121,-3886,-13378,94,691,1928,-317,-163,-157
1665978423.4667346,8592,95,-3833,-13414,140,727,1893,-314,-182,-155
1665978423.489399,8560,61,-3762,-13454,167,671,1908,-409,-153,-168
1665978423.5097656,8531,34,-3685,-13494,99,625,1924,-403,-131,-158
1665978423.5267715,8500,15,-3613,-13533,73,673,1926,-383,-126,-166
1665978423.5493798,8467,-19,-3530,-13576,108,618,1890,-476,-136,-177
1665978423.5699742,8434,-58,-3437,-13619,123,579,1950,-514,-125,-183
1665978423.586904,8405,-85,-3348,-13660,45,552,1994,-454,-121,-162
1665978423.6093435,8378,-108,-3281,-13693,46,567,1955,-353,-154,-132
1665978423.6301749,8353,-137,-3217,-13722,106,562,1896,-365,-151,-119
1665978423.6468468,8322,-172,-3136,-13759,144,586,1917,-491,-112,-163
1665978423.6693032,8294,-203,-3030,-13800,86,540,1989,-585,-60,-158
1665978423.6901643,8275,-222,-2929,-13833,15,452,2050,-474,-41,-109
1665978423.7069323,8264,-227,-2859,-13854,7,446,2015,-287,-53,-54
1665978423.7586806,8250,-237,-2799,-13874,78,493,1934,-297,-57,-68
1665978423.7593477,8230,-259,-2702,-13905,95,462,1956,-508,-6,-115
1665978423.78211,8211,-282,-2576,-13940,14,356,2046,-598,27,-122
1665978423.795696,8194,-282,-2471,-13968,-150,331,2077,-431,-3,-96
1665978423.8118563,8186,-308,-2390,-13986,189,363,2041,-405,0,-46
1665978423.8337672,8166,-333,-2316,-14010,27,456,1816,-469,-88,-93
1665978423.8520265,8149,-382,-2220,-14035,261,462,2066,-623,-39,-88
1665978423.8792317,8133,-399,-2069,-14066,63,226,2427,-659,137,-114
1665978423.8892581,8106,-401,-1957,-14098,-231,269,1482,-568,37,-156
1665978423.9097352,8093,-427,-1808,-14124,5,152,2359,-675,82,-80
1665978423.9303572,8081,-423,-1705,-14144,-204,189,2138,-424,18,-70
1665978423.9469461,8075,-415,-1633,-14156,-163,243,2057,-295,-15,-24
1665978423.9695582,8071,-422,-1563,-14166,-40,222,2014,-330,-17,-12
1665978423.9901562,8071,-423,-1489,-14174,-69,179,2043,-315,14,5
1665978424.0070462,8079,-404,-1426,-14177,-155,153,2097,-191,37,53
1665978424.0296414,8094,-378,-1385,-14173,-121,192,2075,-87,40,100
1665978424.050675,8116,-352,-1348,-14164,-103,170,2026,-57,48,139
1665978424.0670485,8142,-319,-1313,-14154,-124,143,2027,-16,74,160
1665978424.0893946,8168,-276,-1276,-14143,-177,150,2065,2,107,160
1665978424.1102686,8197,-230,-1245,-14130,-198,150,2086,40,97,182
1665978424.1269433,8229,-180,-1227,-14113,-238,178,2073,100,66,202
1665978424.1494937,8260,-135,-1211,-14097,-230,158,2050,107,49,200
1665978424.1701334,8292,-89,-1190,-14081,-258,129,2067,99,56,202
1665978424.187047,8322,-45,-1175,-14064,-309,110,2086,140,14,200
1665978424.2093718,8356,1,-1191,-14043,-324,97,2141,314,-78,228
1665978424.2318091,8399,67,-1264,-14010,-330,188,2103,606,-139,304
1665978424.2469356,8452,127,-1366,-13969,-256,338,2027,661,-198,382
1665978424.2694008,8512,161,-1441,-13924,-229,238,2012,524,-235,431
1665978424.2993104,8580,198,-1541,-13871,-275,192,2037,695,-315,494
1665978424.312932,8659,263,-1712,-13801,-264,292,2046,1089,-381,599
1665978424.3586848,8750,342,-1922,-13714,-201,461,1968,1256,-397,699
1665978424.359413,8846,406,-2117,-13621,-209,485,1936,1156,-422,760
1665978424.3879876,8940,456,-2298,-13529,-202,424,1909,1100,-456,757
1665978424.3984594,9021,521,-2491,-13438,-170,476,1883,1198,-417,684
1665978424.417876,9100,589,-2692,-13343,-52,634,1788,1170,-375,682
1665978424.4329777,9158,664,-2873,-13262,-334,850,1633,983,-442,603
1665978424.4540515,9219,706,-3048,-13178,-135,885,1746,874,-481,623
1665978424.485164,9288,721,-3182,-13097,39,707,2353,828,-442,635
1665978424.5075252,9331,778,-3353,-13020,-398,669,1293,954,-529,552
1665978424.5224252,9378,781,-3467,-12956,-19,762,2397,707,-513,514
1665978424.5458293,9415,755,-3670,-12874,769,1190,1851,731,-510,461
1665978424.559993,9436,790,-3828,-12811,33,1018,1089,637,-412,387
1665978424.5829113,9449,870,-3908,-12772,-798,662,1105,602,-381,352
1665978424.5976205,9447,964,-3956,-12752,-1164,566,1326,587,-436,279
1665978424.6199718,9431,1074,-4011,-12738,-1207,642,1343,646,-420,205
1665978424.6430056,9408,1201,-4079,-12722,-1223,849,1144,629,-381,187
1665978424.656777,9394,1281,-4202,-12684,-638,1022,825,593,-428,265
1665978424.680978,9407,1207,-4398,-12615,1061,1249,1359,495,-553,311
1665978424.703156,9438,1083,-4524,-12559,1292,1031,2776,505,-601,317
1665978424.7272518,9415,1181,-4561,-12554,-1423,653,1497,608,-554,246
1665978424.7399335,9406,1129,-4768,-12489,1017,1440,1438,589,-597,223
1665978424.7626948,9395,1155,-4778,-12491,-892,651,1776,346,-566,245
1665978424.7794478,9396,1026,-4917,-12447,1589,1329,2248,309,-567,128
1665978424.8005943,9337,1089,-4995,-12455,-848,964,587,289,-533,21
1665978424.8227942,9288,1128,-4989,-12491,-861,735,1611,207,-507,-42
1665978424.8400059,9264,1039,-4998,-12512,741,1089,2722,53,-499,-84
1665978424.8606653,9247,894,-5049,-12516,1488,1334,2738,-22,-550,-66
1665978424.8856306,9215,761,-5136,-12513,1475,1455,2326,11,-604,-78
1665978424.8993866,9174,656,-5241,-12505,1351,1585,2038,45,-596,-81
1665978424.9201076,9132,549,-5324,-12506,1383,1594,2066,-56,-542,-105
1665978424.942366,9104,430,-5381,-12507,1595,1522,2456,-62,-487,-92
1665978424.9595988,9090,321,-5415,-12506,1583,1372,2900,68,-453,-59
1665978424.9802854,9078,259,-5418,-12514,784,1044,2691,134,-463,9
1665978425.0028095,9047,284,-5415,-12538,-671,609,1322,139,-474,52
1665978425.0193346,9002,324,-5478,-12542,-675,856,308,120,-445,77
1665978425.0409894,8993,254,-5562,-12512,1306,1554,1891,103,-383,102
1665978425.0629125,9004,187,-5554,-12510,976,1143,2704,67,-357,121
1665978425.079932,8972,223,-5563,-12528,-882,683,214,-102,-346,124
1665978425.1007462,8980,111,-5579,-12516,1507,1532,2126,-285,-294,146
1665978425.1227212,8978,93,-5517,-12546,-157,680,1619,-204,-277,114
1665978425.1396394,8966,26,-5537,-12546,874,1412,1025,-427,-209,110
1665978425.160171,8972,-22,-5408,-12598,95,827,2068,-576,-176,94
1665978425.1840835,8971,-114,-5372,-12613,878,1337,1286,-693,-166,149
1665978425.1941395,8996,-160,-5235,-12652,-235,503,1797,-541,-192,245
1665978425.2145298,9025,-286,-5226,-12633,1280,1295,1728,-514,-269,345
1665978425.2297194,9032,-346,-5273,-12607,856,1244,1130,-181,-262,256
1665978425.2520373,9056,-374,-5245,-12601,326,1103,1868,-198,-249,323
1665978425.2720327,9105,-416,-5211,-12578,303,944,1811,-184,-250,491
1665978425.2895505,9148,-472,-5208,-12546,422,922,1643,-115,-336,479
1665978425.3121927,9173,-515,-5203,-12528,450,1044,1786,-136,-324,361
1665978425.3329093,9203,-540,-5165,-12521,172,964,1949,-168,-294,377
1665978425.3552701,9229,-639,-5108,-12521,98,966,1862,-533,-577,490
1665978425.372112,9237,-721,-5076,-12523,319,682,1976,-239,-542,261
1665978425.3918917,9262,-816,-5052,-12508,389,677,1842,-250,-552,397
1665978425.4158802,9294,-868,-5096,-12464,403,767,1840,191,-580,443
1665978425.4324412,9320,-888,-5153,-12419,298,882,1893,308,-562,416
1665978425.4524887,9351,-910,-5202,-12374,253,964,1906,242,-565,476
1665978425.4760396,9381,-956,-5225,-12338,330,889,1821,55,-539,466
1665978425.4921694,9392,-1018,-5243,-12317,450,845,1727,-57,-548,329
1665978425.5120018,9405,-1066,-5260,-12296,478,755,1847,43,-509,286
1665978425.5352921,9414,-1100,-5295,-12271,482,827,1869,149,-524,275
1665978425.5522416,9418,-1121,-5348,-12243,530,934,1820,219,-512,248
1665978425.57224,9423,-1140,-5389,-12219,601,958,1811,155,-441,237
1665978425.5951571,9426,-1161,-5406,-12208,623,938,1815,37,-360,186
1665978425.6121418,9427,-1185,-5395,-12210,626,874,1798,-97,-276,139
1665978425.6397617,9431,-1202,-5393,-12205,570,778,1749,8,-290,144
1665978425.6558774,9433,-1220,-5413,-12193,599,822,1747,85,-359,164
1665978425.679985,9429,-1220,-5445,-12182,720,932,1741,150,-284,92
1665978425.6917076,9412,-1219,-5468,-12185,726,1018,1682,35,-251,23
1665978425.7160296,9400,-1238,-5478,-12188,778,906,1729,-15,-277,44
1665978425.7321725,9392,-1263,-5477,-12192,762,817,1685,-60,-256,52
1665978425.752074,9383,-1260,-5490,-12194,701,866,1727,78,-225,23
1665978425.775513,9368,-1248,-5502,-12201,646,943,1714,60,-213,-1
1665978425.7921968,9351,-1243,-5501,-12215,657,904,1741,-4,-203,-27
1665978425.8126526,9335,-1254,-5487,-12232,638,798,1710,-80,-220,-24
1665978425.83538,9318,-1262,-5490,-12242,658,784,1710,18,-263,-24
1665978425.8521826,9299,-1259,-5510,-12249,699,846,1735,116,-266,-45
1665978425.8717005,9284,-1254,-5527,-12253,676,900,1727,90,-247,-2
1665978425.895519,9272,-1251,-5540,-12256,631,899,1711,76,-255,26
1665978425.91345,9261,-1256,-5542,-12264,653,837,1717,18,-239,15
1665978425.9326952,9252,-1257,-5545,-12268,683,835,1742,49,-222,21
1665978425.963502,9245,-1247,-5562,-12267,636,874,1735,142,-235,34
1665978425.9739084,9234,-1236,-5584,-12267,639,892,1688,144,-237,21
1665978425.9918044,9224,-1239,-5595,-12269,685,875,1660,53,-237,27
1665978426.0156286,9214,-1242,-5604,-12272,709,871,1694,56,-232,25
1665978426.0322123,9203,-1236,-5614,-12276,682,895,1719,82,-216,12
1665978426.0523767,9194,-1234,-5613,-12284,667,835,1731,42,-196,3
1665978426.075758,9185,-1231,-5614,-12290,632,841,1674,42,-201,15
1665978426.0921705,9177,-1230,-5626,-12291,682,873,1679,86,-225,29
1665978426.111741,9166,-1225,-5638,-12294,673,926,1710,80,-229,24
1665978426.1360989,9150,-1218,-5648,-12302,660,955,1710,55,-225,-9
1665978426.152225,9137,-1221,-5652,-12310,665,915,1711,15,-238,16
1665978426.1723356,9127,-1224,-5660,-12313,665,891,1708,60,-249,33
1665978426.1957214,9115,-1223,-5673,-12316,660,914,1687,75,-249,28
1665978426.2124305,9101,-1222,-5680,-12323,663,915,1697,45,-233,5
1665978426.2326813,9089,-1230,-5675,-12334,658,869,1715,-18,-234,12
1665978426.2547274,9078,-1236,-5676,-12341,657,861,1682,16,-237,17
1665978426.2781107,9066,-1233,-5690,-12344,683,913,1678,85,-235,13
1665978426.2919219,9053,-1231,-5699,-12349,687,929,1690,60,-225,11
1665978426.3155253,9041,-1234,-5702,-12356,666,916,1709,27,-235,17
1665978426.3401117,9031,-1239,-5704,-12362,637,905,1697,13,-249,42
1665978426.353224,9019,-1250,-5709,-12368,708,892,1698,17,-256,22
1665978426.3748047,9007,-1265,-5711,-12374,728,879,1660,-10,-252,23
1665978426.3985364,8996,-1269,-5711,-12381,669,882,1672,12,-222,18
1665978426.411944,8982,-1271,-5705,-12394,629,882,1690,-16,-215,2
1665978426.4364653,8968,-1278,-5698,-12406,683,889,1690,-32,-214,-7
1665978426.4580882,8954,-1283,-5692,-12419,688,890,1704,-26,-211,-10
1665978426.4726999,8941,-1288,-5690,-12429,685,920,1703,-12,-222,12
1665978426.4956663,8931,-1292,-5688,-12436,670,904,1698,-3,-215,31
1665978426.5204287,8925,-1296,-5681,-12444,672,872,1716,-4,-201,36
1665978426.5345793,8923,-1294,-5674,-12448,651,866,1731,36,-177,58
1665978426.5573168,8918,-1283,-5672,-12454,632,906,1710,51,-163,31
1665978426.578834,8909,-1273,-5677,-12459,681,934,1684,58,-167,11
1665978426.5923586,8901,-1268,-5688,-12460,708,892,1667,99,-192,19
1665978426.6164615,8891,-1254,-5716,-12456,703,919,1636,193,-201,10
1665978426.6388323,8885,-1255,-5734,-12452,734,961,1633,90,-219,56
1665978426.654094,8870,-1266,-5732,-12462,710,969,1654,-60,-226,18
1665978426.6761472,8855,-1278,-5718,-12478,643,874,1692,-77,-228,-3
1665978426.700172,8842,-1287,-5717,-12487,687,846,1677,11,-237,1
1665978426.7133744,8829,-1290,-5722,-12494,677,879,1707,51,-241,-2
1665978426.7343843,8814,-1289,-5716,-12507,622,914,1718,-2,-213,-4
1665978426.7582502,8800,-1288,-5706,-12521,625,872,1743,-2,-205,-21
1665978426.7748349,8791,-1279,-5712,-12526,652,881,1725,102,-194,5
1665978426.7954154,8782,-1264,-5719,-12531,624,911,1712,111,-185,8
1665978426.8197591,8773,-1263,-5722,-12536,652,918,1667,41,-203,27
1665978426.8347845,8761,-1269,-5724,-12543,716,923,1661,7,-213,10
1665978426.8561473,8743,-1272,-5725,-12554,670,961,1687,-6,-226,-12
1665978426.8795679,8729,-1271,-5724,-12565,627,883,1726,37,-225,-12
1665978426.8948278,8718,-1273,-5733,-12568,667,886,1692,79,-240,16
1665978426.9151962,8709,-1281,-5742,-12569,666,916,1675,54,-258,50
