1665978419.545812,3,-7,-3,2,-5,-3,-6,-2
1665978419.5472138,-3,10,0,-2,0,-1,4,-8
1665978419.548469,0,-8,0,2,-1,-3,-3,3
1665978419.5500147,-1,-2,-3,-4,-4,-2,-5,-2
1665978419.551615,-3,7,0,-2,1,2,1,-1
1665978419.5524964,-3,-4,-2,-1,-3,0,-4,0
1665978419.5536041,0,-3,2,0,-1,0,1,-3
1665978419.554452,0,2,-1,-3,-1,-1,-1,-3
1665978419.555531,-3,8,4,-3,-2,-2,1,2
1665978419.5563474,-1,-2,-1,0,-1,-3,-2,1
1665978419.5747726,0,-7,-3,-2,-1,0,-1,-4
1665978419.5760095,-3,4,1,-3,-1,-2,2,3
1665978419.5788414,-1,-3,0,-2,-5,1,-2,-3
1665978419.5818613,0,-7,0,2,-1,0,-5,-2
1665978419.589914,-5,6,-4,-3,-1,-2,-1,-1
1665978419.5918784,-4,1,-1,-3,0,2,-1,-2
1665978419.5972505,0,-5,-5,-3,2,0,0,-1
1665978419.599265,2,-3,1,-3,0,-1,0,-3
1665978419.606375,0,3,0,-6,-1,0,-3,0
1665978419.6083567,-1,-2,-3,-1,-3,0,-1,-2
1665978419.620746,-1,-1,-2,-2,-3,-1,-1,1
1665978419.6226985,3,8,-13,-2,-1,2,1,-3
1665978419.628387,-5,7,3,-2,0,1,1,-4
1665978419.6309397,2,-3,2,3,1,1,-1,1
1665978419.6349542,-3,1,-3,-2,-1,-2,1,-1
1665978419.6371,0,-7,2,1,1,-2,-2,3
1665978419.6498642,-1,-7,-2,2,-1,0,1,-2
1665978419.651953,-3,-1,-2,4,0,-4,-1,-5
1665978419.6577392,-3,-3,0,1,0,3,-1,0
1665978419.6598372,-1,-2,4,-1,0,-4,-3,-1
1665978419.6665912,2,-3,-1,1,-2,-2,-1,-4
1665978419.6685746,-1,-2,2,-2,-1,0,1,1
1665978419.6810305,2,-2,0,0,-2,-3,-2,-1
1665978419.683269,-3,-6,-1,-3,-2,-1,0,-1
1665978419.6877809,3,1,-3,-3,2,1,-1,0
1665978419.689915,-2,-2,-1,3,-2,-1,-1,-2
1665978419.6959999,1,-3,-4,-3,-2,0,0,3
1665978419.6979308,1,4,-3,-2,0,3,-4,1
1665978419.7109885,-2,2,-1,-3,-3,-4,3,1
1665978419.7131002,1,0,-3,1,1,-2,1,1
1665978419.7175422,-2,2,-2,0,-2,-3,-3,0
1665978419.7197206,-5,2,2,2,0,-3,0,-3
1665978419.7274837,-2,4,0,1,0,-1,0,0
1665978419.7296066,2,1,-3,-3,-2,0,-2,-1
1665978419.7410972,-5,-1,-1,-1,2,-2,2,-1
1665978419.7431285,-4,-4,3,-1,-2,-2,-2,-4
1665978419.7491364,2,0,-2,-1,-3,-2,-1,0
1665978419.750995,3,-3,0,-3,-1,-2,-2,-1
1665978419.755053,3,0,3,1,1,-1,-1,-4
1665978419.7568438,0,-2,-4,-4,1,0,-3,-1
1665978419.7698658,-3,-2,0,2,1,-1,-4,1
1665978419.7717624,-2,-7,-1,0,-3,-2,0,-1
1665978419.777371,3,0,-3,-1,1,0,-2,-3
1665978419.7797241,6,-10,-2,3,-3,-2,-3,1
1665978419.7863019,1,-3,0,1,-4,-1,-2,-2
1665978419.7882082,-1,1,-4,-5,-1,-1,-4,-3
1665978419.8006985,2,-6,-3,-2,0,0,-4,0
1665978419.8027403,0,4,-3,-1,-2,-3,4,-1
1665978419.8078914,4,-4,2,-3,-5,1,-3,1
1665978419.8100834,-1,0,-5,-2,1,1,0,0
1665978419.81526,-1,-2,-1,4,0,-5,4,-4
1665978419.8172657,1,1,-2,-3,0,2,-1,-2
1665978419.83092,0,-2,-5,1,-2,-1,-3,-2
1665978419.8330839,3,-2,3,-1,0,-1,-2,-4
1665978419.8376217,-3,-3,0,-3,2,-1,-1,-2
1665978419.8411233,-4,1,-3,1,-1,-5,-2,1
1665978419.853996,0,-2,1,2,3,-3,-5,0
1665978419.8560512,-2,0,-2,0,-2,-4,-2,-2
1665978419.861599,0,-1,0,0,-2,-1,-2,-2
1665978419.8636856,-2,-7,-1,-2,-2,3,3,0
1665978419.8673902,0,1,-6,-1,0,0,0,-2
1665978419.8693593,-1,0,3,-1,-2,0,0,0
1665978419.8749654,0,-2,-1,0,-2,-1,-4,-1
1665978419.877121,1,3,0,-1,-5,-1,-2,1
1665978419.8899248,-2,3,-3,1,0,-2,0,-1
1665978419.8918614,2,-5,-1,-2,2,3,-1,-1
1665978419.8975701,2,-5,-3,-1,-4,0,-1,-1
1665978419.8995373,-2,1,-3,-1,1,0,-4,-3
1665978419.9062257,-2,-2,-2,2,0,-2,-4,-1
1665978419.9094088,-2,0,-5,-1,0,-2,2,0
1665978419.9206183,-4,4,-2,0,-2,2,-2,-1
1665978419.9226582,2,-4,0,1,-1,0,0,1
1665978419.9281416,4,-4,1,1,-2,0,-1,-3
1665978419.9300425,1,-2,1,0,3,0,-4,0
1665978419.934668,-6,0,1,-4,0,-1,-2,-4
1665978419.9365304,-2,3,0,-2,-3,-2,-2,1
1665978419.9582055,-2,-2,-1,-4,-1,-2,1,-2
1665978419.960805,1,2,-1,-1,-5,0,0,-1
1665978419.963695,2,-2,0,-1,-1,1,-2,0
1665978419.9655387,-2,-2,-1,-1,0,0,-2,-2
1665978419.968763,-4,-3,0,0,0,-1,-3,-2
1665978419.970634,3,-6,-1,-2,1,-3,0,2
1665978419.9815633,0,-1,1,0,-4,-1,1,0
1665978419.9837615,1,-3,0,0,3,1,0,-1
1665978419.9872653,-4,2,1,-1,-5,-1,-2,-1
1665978419.9891675,-2,-1,-5,2,-3,3,0,0
1665978419.996264,3,1,-5,2,0,-3,-3,0
1665978419.9988399,0,-2,-1,-1,-1,2,0,0
1665978420.010326,1,-3,-3,-1,-1,1,1,-1
1665978420.0123994,-1,-4,0,1,-1,-5,-2,-2
1665978420.0171704,1,-3,0,-1,1,-2,4,-2
1665978420.0191848,-1,-5,-2,-2,0,-2,-2,-1
1665978420.0268116,1,-2,1,-2,-4,1,3,-1
1665978420.0293036,-4,-1,0,-1,-3,-4,-2,-3
1665978420.0406728,-1,-1,-4,0,1,1,-1,-1
1665978420.0428312,-2,3,-1,-1,-1,-4,-1,-1
1665978420.0479193,1,-5,-1,-6,0,-1,2,0
1665978420.0499544,-2,-1,2,1,-2,4,-1,1
1665978420.0549512,-1,-1,-3,-3,-4,-2,1,-3
1665978420.05682,-1,-4,-3,2,1,-1,0,0
1665978420.0698183,-3,1,-4,-3,-1,0,-4,0
1665978420.0719047,-3,-1,-2,-4,1,-2,-2,0
1665978420.0782049,1,0,5,-3,-2,1,-2,-1
1665978420.080102,1,-2,-3,2,3,-1,-2,0
1665978420.0871089,3,2,1,-1,-2,0,-3,0
1665978420.0890646,1,-5,-3,-3,-1,-2,-1,-2
1665978420.1009247,-4,-1,-2,1,1,-3,0,2
1665978420.103251,2,8,1,-1,-4,-1,3,-3
1665978420.107727,-2,-1,-3,4,1,-2,-3,-2
1665978420.1098802,0,1,1,2,-4,3,-2,1
1665978420.1151454,3,2,-3,-3,-1,-2,-2,0
1665978420.1171248,2,-8,0,-3,-4,0,-5,-4
1665978420.1307647,2,-4,1,-3,1,1,2,0
1665978420.1328769,1,-3,2,4,-2,-4,-3,-2
